nombre1,nombre2,apellido1,apellido2,genero,edad,fecha_nacimiento,curp,id,voto,email,password
Demian,Alfonso,Hidalgo,Sanchez,Hombre,20,2003-01-06,HISD030106HOMBREDFHI37Z,169,5,demianhidalgo169@urcmac.edu.mx,hidalgodemian169
Albert,Donaji,Zarate,Romero,Hombre,20,2003-01-06,ZARA030106HOMBREDFZA50P,170,5,albertzarate170@urcmac.edu.mx,zaratealbert170
Albert,Pablo,Espinosa,Romero,Hombre,26,1997-01-07,ESRA970107HOMBREDFES28E,171,3,albertespinosa171@urcmac.edu.mx,espinosaalbert171
Albert,,Zarate,Cirigo,Hombre,28,1995-01-08,ZACA950108HOMBREDFZA95V,172,1,albertzarate172@urcmac.edu.mx,zaratealbert172
Albert,,Ruiz,Romero,Hombre,28,1995-01-08,RURA950108HOMBREDFRU99B,173,5,albertruiz173@urcmac.edu.mx,ruizalbert173
Albert,Donaji,Espinosa,Romero,Hombre,29,1994-01-08,ESRA940108HOMBREDFES24B,174,4,albertespinosa174@urcmac.edu.mx,espinosaalbert174
Juan ,,Zarate,Cirigo,Hombre,26,1997-01-07,ZACJ970107HOMBREDFZA33A,175,1,juan zarate175@urcmac.edu.mx,zaratejuan 175
Juan ,Donaji,Zarate,Sebastian,Hombre,22,2001-01-06,ZASJ010106HOMBREDFZA90K,176,4,juan zarate176@urcmac.edu.mx,zaratejuan 176
Albert,,Espinosa,Cirigo,Hombre,27,1996-01-08,ESCA960108HOMBREDFES75N,177,3,albertespinosa177@urcmac.edu.mx,espinosaalbert177
Juan ,,Ruiz,Romero,Hombre,23,2000-01-07,RURJ000107HOMBREDFRU46B,178,4,juan ruiz178@urcmac.edu.mx,ruizjuan 178
Juan ,Donaji,Espinosa,Sebastian,Hombre,26,1997-01-07,ESSJ970107HOMBREDFES64Q,179,4,juan espinosa179@urcmac.edu.mx,espinosajuan 179
Hector,Alfonso,Ruiz,Sanchez,Hombre,30,1993-01-08,RUSH930108HOMBREDFRU21A,180,2,hectorruiz180@urcmac.edu.mx,ruizhector180
Jose,Rogelio,Hidalgo,Romero,Hombre,30,1993-01-08,HIRJ930108HOMBREDFHI70F,181,3,josehidalgo181@urcmac.edu.mx,hidalgojose181
Juan ,Pablo,Hidalgo,Romero,Hombre,30,1993-01-08,HIRJ930108HOMBREDFHI67I,182,2,juan hidalgo182@urcmac.edu.mx,hidalgojuan 182
Juan ,,Espinosa,Martinez,Hombre,30,1993-01-08,ESMJ930108HOMBREDFES81Y,183,2,juan espinosa183@urcmac.edu.mx,espinosajuan 183
Juan ,Donaji,Adaya,Sanchez,Hombre,26,1997-01-07,ADSJ970107HOMBREDFAD41K,184,4,juan adaya184@urcmac.edu.mx,adayajuan 184
Demian,Alfonso,Ruiz,Cirigo,Hombre,23,2000-01-07,RUCD000107HOMBREDFRU22F,185,4,demianruiz185@urcmac.edu.mx,ruizdemian185
Juan ,,Hidalgo,Cirigo,Hombre,29,1994-01-08,HICJ940108HOMBREDFHI89Q,186,1,juan hidalgo186@urcmac.edu.mx,hidalgojuan 186
Jose,,Adaya,Romero,Hombre,27,1996-01-08,ADRJ960108HOMBREDFAD85I,187,4,joseadaya187@urcmac.edu.mx,adayajose187
Demian,Alfonso,Zarate,Sanchez,Hombre,25,1998-01-07,ZASD980107HOMBREDFZA22R,188,1,demianzarate188@urcmac.edu.mx,zaratedemian188
Hector,Pablo,Adaya,Martinez,Hombre,29,1994-01-08,ADMH940108HOMBREDFAD95Z,189,1,hectoradaya189@urcmac.edu.mx,adayahector189
Demian,Alfonso,Espinosa,Sebastian,Hombre,21,2002-01-06,ESSD020106HOMBREDFES21Q,190,1,demianespinosa190@urcmac.edu.mx,espinosademian190
Demian,Donaji,Hidalgo,Sanchez,Hombre,20,2003-01-06,HISD030106HOMBREDFHI10X,191,4,demianhidalgo191@urcmac.edu.mx,hidalgodemian191
Jose,Alfonso,Zarate,Sebastian,Hombre,20,2003-01-06,ZASJ030106HOMBREDFZA87H,192,4,josezarate192@urcmac.edu.mx,zaratejose192
Albert,Rogelio,Ruiz,Martinez,Hombre,26,1997-01-07,RUMA970107HOMBREDFRU15U,193,2,albertruiz193@urcmac.edu.mx,ruizalbert193
Juan ,Rogelio,Ruiz,Martinez,Hombre,22,2001-01-06,RUMJ010106HOMBREDFRU10W,194,3,juan ruiz194@urcmac.edu.mx,ruizjuan 194
Hector,Pablo,Espinosa,Romero,Hombre,29,1994-01-08,ESRH940108HOMBREDFES34K,195,4,hectorespinosa195@urcmac.edu.mx,espinosahector195
Jose,Alfonso,Espinosa,Sebastian,Hombre,25,1998-01-07,ESSJ980107HOMBREDFES13Y,196,5,joseespinosa196@urcmac.edu.mx,espinosajose196
Jose,Pablo,Ruiz,Romero,Hombre,27,1996-01-08,RURJ960108HOMBREDFRU74D,197,3,joseruiz197@urcmac.edu.mx,ruizjose197
Jose,Donaji,Hidalgo,Sebastian,Hombre,21,2002-01-06,HISJ020106HOMBREDFHI11V,198,1,josehidalgo198@urcmac.edu.mx,hidalgojose198
Demian,,Hidalgo,Sanchez,Hombre,25,1998-01-07,HISD980107HOMBREDFHI37U,199,3,demianhidalgo199@urcmac.edu.mx,hidalgodemian199
Albert,Pablo,Zarate,Martinez,Hombre,27,1996-01-08,ZAMA960108HOMBREDFZA45D,200,3,albertzarate200@urcmac.edu.mx,zaratealbert200
Hector,Rogelio,Adaya,Romero,Hombre,28,1995-01-08,ADRH950108HOMBREDFAD77E,201,5,hectoradaya201@urcmac.edu.mx,adayahector201
Albert,Alfonso,Adaya,Romero,Hombre,30,1993-01-08,ADRA930108HOMBREDFAD63R,202,5,albertadaya202@urcmac.edu.mx,adayaalbert202
Albert,Pablo,Adaya,Cirigo,Hombre,30,1993-01-08,ADCA930108HOMBREDFAD68R,203,3,albertadaya203@urcmac.edu.mx,adayaalbert203
Albert,Rogelio,Adaya,Sanchez,Hombre,22,2001-01-06,ADSA010106HOMBREDFAD66C,204,2,albertadaya204@urcmac.edu.mx,adayaalbert204
Albert,Pablo,Espinosa,Martinez,Hombre,22,2001-01-06,ESMA010106HOMBREDFES21M,205,4,albertespinosa205@urcmac.edu.mx,espinosaalbert205
Juan ,Pablo,Zarate,Romero,Hombre,23,2000-01-07,ZARJ000107HOMBREDFZA45F,206,4,juan zarate206@urcmac.edu.mx,zaratejuan 206
Albert,Donaji,Adaya,Cirigo,Hombre,26,1997-01-07,ADCA970107HOMBREDFAD70D,207,3,albertadaya207@urcmac.edu.mx,adayaalbert207
Juan ,Rogelio,Adaya,Sanchez,Hombre,25,1998-01-07,ADSJ980107HOMBREDFAD84K,208,5,juan adaya208@urcmac.edu.mx,adayajuan 208
Jose,Alfonso,Hidalgo,Sanchez,Hombre,21,2002-01-06,HISJ020106HOMBREDFHI90J,209,1,josehidalgo209@urcmac.edu.mx,hidalgojose209
Juan ,,Ruiz,Martinez,Hombre,24,1999-01-07,RUMJ990107HOMBREDFRU20V,210,4,juan ruiz210@urcmac.edu.mx,ruizjuan 210
Demian,Pablo,Adaya,Romero,Hombre,27,1996-01-08,ADRD960108HOMBREDFAD43H,211,4,demianadaya211@urcmac.edu.mx,adayademian211
Jose,Rogelio,Adaya,Martinez,Hombre,29,1994-01-08,ADMJ940108HOMBREDFAD74E,212,4,joseadaya212@urcmac.edu.mx,adayajose212
Hector,,Adaya,Romero,Hombre,24,1999-01-07,ADRH990107HOMBREDFAD84C,213,3,hectoradaya213@urcmac.edu.mx,adayahector213
Demian,Donaji,Zarate,Sebastian,Hombre,24,1999-01-07,ZASD990107HOMBREDFZA51F,214,2,demianzarate214@urcmac.edu.mx,zaratedemian214
Juan ,Pablo,Hidalgo,Martinez,Hombre,29,1994-01-08,HIMJ940108HOMBREDFHI66F,215,5,juan hidalgo215@urcmac.edu.mx,hidalgojuan 215
Demian,Donaji,Espinosa,Sebastian,Hombre,29,1994-01-08,ESSD940108HOMBREDFES34Q,216,1,demianespinosa216@urcmac.edu.mx,espinosademian216
Juan ,Donaji,Zarate,Sanchez,Hombre,29,1994-01-08,ZASJ940108HOMBREDFZA74I,217,5,juan zarate217@urcmac.edu.mx,zaratejuan 217
Demian,,Zarate,Sebastian,Hombre,24,1999-01-07,ZASD990107HOMBREDFZA18O,218,3,demianzarate218@urcmac.edu.mx,zaratedemian218
Juan ,,Espinosa,Cirigo,Hombre,30,1993-01-08,ESCJ930108HOMBREDFES14B,219,4,juan espinosa219@urcmac.edu.mx,espinosajuan 219
Juan ,Donaji,Espinosa,Sanchez,Hombre,25,1998-01-07,ESSJ980107HOMBREDFES56E,220,4,juan espinosa220@urcmac.edu.mx,espinosajuan 220
Demian,,Espinosa,Sebastian,Hombre,20,2003-01-06,ESSD030106HOMBREDFES17R,221,2,demianespinosa221@urcmac.edu.mx,espinosademian221
Hector,Alfonso,Adaya,Sebastian,Hombre,27,1996-01-08,ADSH960108HOMBREDFAD31Q,222,1,hectoradaya222@urcmac.edu.mx,adayahector222
Hector,Pablo,Adaya,Cirigo,Hombre,29,1994-01-08,ADCH940108HOMBREDFAD54K,223,5,hectoradaya223@urcmac.edu.mx,adayahector223
Hector,Alfonso,Hidalgo,Sebastian,Hombre,30,1993-01-08,HISH930108HOMBREDFHI40D,224,4,hectorhidalgo224@urcmac.edu.mx,hidalgohector224
Albert,Rogelio,Ruiz,Cirigo,Hombre,25,1998-01-07,RUCA980107HOMBREDFRU42A,225,5,albertruiz225@urcmac.edu.mx,ruizalbert225
Albert,,Adaya,Romero,Hombre,23,2000-01-07,ADRA000107HOMBREDFAD50M,226,4,albertadaya226@urcmac.edu.mx,adayaalbert226
Juan ,Rogelio,Ruiz,Cirigo,Hombre,23,2000-01-07,RUCJ000107HOMBREDFRU24Q,227,5,juan ruiz227@urcmac.edu.mx,ruizjuan 227
Hector,Rogelio,Adaya,Martinez,Hombre,23,2000-01-07,ADMH000107HOMBREDFAD18I,228,4,hectoradaya228@urcmac.edu.mx,adayahector228
Juan ,Donaji,Hidalgo,Martinez,Hombre,20,2003-01-06,HIMJ030106HOMBREDFHI78G,229,3,juan hidalgo229@urcmac.edu.mx,hidalgojuan 229
Juan ,Pablo,Zarate,Martinez,Hombre,24,1999-01-07,ZAMJ990107HOMBREDFZA39K,230,1,juan zarate230@urcmac.edu.mx,zaratejuan 230
Demian,Alfonso,Espinosa,Sanchez,Hombre,23,2000-01-07,ESSD000107HOMBREDFES91H,231,4,demianespinosa231@urcmac.edu.mx,espinosademian231
Albert,Pablo,Zarate,Cirigo,Hombre,25,1998-01-07,ZACA980107HOMBREDFZA21X,232,2,albertzarate232@urcmac.edu.mx,zaratealbert232
Jose,Alfonso,Zarate,Sanchez,Hombre,22,2001-01-06,ZASJ010106HOMBREDFZA21Q,233,3,josezarate233@urcmac.edu.mx,zaratejose233
Albert,Pablo,Ruiz,Romero,Hombre,20,2003-01-06,RURA030106HOMBREDFRU80Z,234,3,albertruiz234@urcmac.edu.mx,ruizalbert234
Albert,Pablo,Espinosa,Cirigo,Hombre,28,1995-01-08,ESCA950108HOMBREDFES64V,235,2,albertespinosa235@urcmac.edu.mx,espinosaalbert235
Jose,Alfonso,Espinosa,Sanchez,Hombre,22,2001-01-06,ESSJ010106HOMBREDFES85V,236,5,joseespinosa236@urcmac.edu.mx,espinosajose236
Jose,Donaji,Hidalgo,Sanchez,Hombre,25,1998-01-07,HISJ980107HOMBREDFHI84Q,237,5,josehidalgo237@urcmac.edu.mx,hidalgojose237
Jose,Rogelio,Adaya,Cirigo,Hombre,30,1993-01-08,ADCJ930108HOMBREDFAD26W,238,3,joseadaya238@urcmac.edu.mx,adayajose238
Jose,Rogelio,Espinosa,Romero,Hombre,20,2003-01-06,ESRJ030106HOMBREDFES29B,239,3,joseespinosa239@urcmac.edu.mx,espinosajose239
Demian,Donaji,Ruiz,Sebastian,Hombre,30,1993-01-08,RUSD930108HOMBREDFRU68B,240,3,demianruiz240@urcmac.edu.mx,ruizdemian240
Juan ,Pablo,Espinosa,Romero,Hombre,25,1998-01-07,ESRJ980107HOMBREDFES96K,241,2,juan espinosa241@urcmac.edu.mx,espinosajuan 241
Demian,Alfonso,Hidalgo,Martinez,Hombre,24,1999-01-07,HIMD990107HOMBREDFHI16P,242,5,demianhidalgo242@urcmac.edu.mx,hidalgodemian242
Juan ,Pablo,Hidalgo,Cirigo,Hombre,21,2002-01-06,HICJ020106HOMBREDFHI54A,243,5,juan hidalgo243@urcmac.edu.mx,hidalgojuan 243
Albert,Rogelio,Hidalgo,Romero,Hombre,21,2002-01-06,HIRA020106HOMBREDFHI42E,244,1,alberthidalgo244@urcmac.edu.mx,hidalgoalbert244
Juan ,Rogelio,Hidalgo,Romero,Hombre,25,1998-01-07,HIRJ980107HOMBREDFHI62B,245,2,juan hidalgo245@urcmac.edu.mx,hidalgojuan 245
Demian,Donaji,Zarate,Sanchez,Hombre,26,1997-01-07,ZASD970107HOMBREDFZA83N,246,5,demianzarate246@urcmac.edu.mx,zaratedemian246
Hector,Alfonso,Zarate,Sebastian,Hombre,29,1994-01-08,ZASH940108HOMBREDFZA36B,247,5,hectorzarate247@urcmac.edu.mx,zaratehector247
Demian,Donaji,Espinosa,Sanchez,Hombre,25,1998-01-07,ESSD980107HOMBREDFES88S,248,1,demianespinosa248@urcmac.edu.mx,espinosademian248
Jose,Donaji,Zarate,Sebastian,Hombre,25,1998-01-07,ZASJ980107HOMBREDFZA79U,249,2,josezarate249@urcmac.edu.mx,zaratejose249
Albert,,Adaya,Martinez,Hombre,20,2003-01-06,ADMA030106HOMBREDFAD68P,250,4,albertadaya250@urcmac.edu.mx,adayaalbert250
Demian,,Zarate,Sanchez,Hombre,26,1997-01-07,ZASD970107HOMBREDFZA83E,251,5,demianzarate251@urcmac.edu.mx,zaratedemian251
Hector,Alfonso,Espinosa,Sebastian,Hombre,29,1994-01-08,ESSH940108HOMBREDFES81W,252,3,hectorespinosa252@urcmac.edu.mx,espinosahector252
Jose,Donaji,Espinosa,Sebastian,Hombre,21,2002-01-06,ESSJ020106HOMBREDFES24W,253,4,joseespinosa253@urcmac.edu.mx,espinosajose253
Demian,,Espinosa,Sanchez,Hombre,26,1997-01-07,ESSD970107HOMBREDFES23K,254,4,demianespinosa254@urcmac.edu.mx,espinosademian254
Juan ,,Adaya,Romero,Hombre,29,1994-01-08,ADRJ940108HOMBREDFAD39F,255,1,juan adaya255@urcmac.edu.mx,adayajuan 255
Demian,Rogelio,Hidalgo,Sebastian,Hombre,27,1996-01-08,HISD960108HOMBREDFHI39X,256,2,demianhidalgo256@urcmac.edu.mx,hidalgodemian256
Juan ,Donaji,Hidalgo,Cirigo,Hombre,27,1996-01-08,HICJ960108HOMBREDFHI35H,257,3,juan hidalgo257@urcmac.edu.mx,hidalgojuan 257
Albert,Donaji,Hidalgo,Sebastian,Hombre,25,1998-01-07,HISA980107HOMBREDFHI58M,258,2,alberthidalgo258@urcmac.edu.mx,hidalgoalbert258
Demian,Alfonso,Zarate,Martinez,Hombre,29,1994-01-08,ZAMD940108HOMBREDFZA31D,259,2,demianzarate259@urcmac.edu.mx,zaratedemian259
Hector,Alfonso,Hidalgo,Sanchez,Hombre,23,2000-01-07,HISH000107HOMBREDFHI74M,260,3,hectorhidalgo260@urcmac.edu.mx,hidalgohector260
Juan ,Pablo,Ruiz,Romero,Hombre,21,2002-01-06,RURJ020106HOMBREDFRU38N,261,4,juan ruiz261@urcmac.edu.mx,ruizjuan 261
Demian,Donaji,Hidalgo,Martinez,Hombre,27,1996-01-08,HIMD960108HOMBREDFHI26K,262,3,demianhidalgo262@urcmac.edu.mx,hidalgodemian262
Demian,Pablo,Ruiz,Sebastian,Hombre,25,1998-01-07,RUSD980107HOMBREDFRU84G,263,4,demianruiz263@urcmac.edu.mx,ruizdemian263
Juan ,Pablo,Espinosa,Martinez,Hombre,23,2000-01-07,ESMJ000107HOMBREDFES81D,264,3,juan espinosa264@urcmac.edu.mx,espinosajuan 264
Juan ,Alfonso,Hidalgo,Sebastian,Hombre,25,1998-01-07,HISJ980107HOMBREDFHI63Q,265,3,juan hidalgo265@urcmac.edu.mx,hidalgojuan 265
Hector,Donaji,Zarate,Sebastian,Hombre,23,2000-01-07,ZASH000107HOMBREDFZA42H,266,2,hectorzarate266@urcmac.edu.mx,zaratehector266
Albert,Rogelio,Adaya,Martinez,Hombre,25,1998-01-07,ADMA980107HOMBREDFAD51P,267,4,albertadaya267@urcmac.edu.mx,adayaalbert267
Juan ,Rogelio,Adaya,Martinez,Hombre,26,1997-01-07,ADMJ970107HOMBREDFAD28Y,268,1,juan adaya268@urcmac.edu.mx,adayajuan 268
Demian,Alfonso,Hidalgo,Cirigo,Hombre,22,2001-01-06,HICD010106HOMBREDFHI25Y,269,4,demianhidalgo269@urcmac.edu.mx,hidalgodemian269
Jose,Pablo,Adaya,Romero,Hombre,22,2001-01-06,ADRJ010106HOMBREDFAD89M,270,4,joseadaya270@urcmac.edu.mx,adayajose270
Jose,Alfonso,Hidalgo,Martinez,Hombre,28,1995-01-08,HIMJ950108HOMBREDFHI15U,271,1,josehidalgo271@urcmac.edu.mx,hidalgojose271
Albert,Rogelio,Zarate,Romero,Hombre,20,2003-01-06,ZARA030106HOMBREDFZA71R,272,2,albertzarate272@urcmac.edu.mx,zaratealbert272
Demian,,Ruiz,Sebastian,Hombre,30,1993-01-08,RUSD930108HOMBREDFRU28W,273,3,demianruiz273@urcmac.edu.mx,ruizdemian273
Juan ,Rogelio,Zarate,Romero,Hombre,29,1994-01-08,ZARJ940108HOMBREDFZA44H,274,4,juan zarate274@urcmac.edu.mx,zaratejuan 274
Albert,Rogelio,Espinosa,Romero,Hombre,30,1993-01-08,ESRA930108HOMBREDFES62S,275,3,albertespinosa275@urcmac.edu.mx,espinosaalbert275
Albert,Donaji,Espinosa,Martinez,Hombre,20,2003-01-06,ESMA030106HOMBREDFES47T,276,3,albertespinosa276@urcmac.edu.mx,espinosaalbert276
Juan ,Rogelio,Espinosa,Romero,Hombre,30,1993-01-08,ESRJ930108HOMBREDFES65J,277,1,juan espinosa277@urcmac.edu.mx,espinosajuan 277
Demian,Donaji,Ruiz,Sanchez,Hombre,30,1993-01-08,RUSD930108HOMBREDFRU59Y,278,1,demianruiz278@urcmac.edu.mx,ruizdemian278
Hector,Donaji,Hidalgo,Sebastian,Hombre,26,1997-01-07,HISH970107HOMBREDFHI26L,279,5,hectorhidalgo279@urcmac.edu.mx,hidalgohector279
Juan ,,Adaya,Martinez,Hombre,21,2002-01-06,ADMJ020106HOMBREDFAD20C,280,3,juan adaya280@urcmac.edu.mx,adayajuan 280
Albert,,Zarate,Romero,Hombre,22,2001-01-06,ZARA010106HOMBREDFZA67U,281,3,albertzarate281@urcmac.edu.mx,zaratealbert281
Albert,,Adaya,Cirigo,Hombre,25,1998-01-07,ADCA980107HOMBREDFAD60A,282,5,albertadaya282@urcmac.edu.mx,adayaalbert282
Juan ,Donaji,Zarate,Martinez,Hombre,29,1994-01-08,ZAMJ940108HOMBREDFZA43V,283,4,juan zarate283@urcmac.edu.mx,zaratejuan 283
Juan ,,Zarate,Romero,Hombre,28,1995-01-08,ZARJ950108HOMBREDFZA83K,284,1,juan zarate284@urcmac.edu.mx,zaratejuan 284
Albert,,Espinosa,Romero,Hombre,27,1996-01-08,ESRA960108HOMBREDFES83D,285,1,albertespinosa285@urcmac.edu.mx,espinosaalbert285
Juan ,Donaji,Espinosa,Martinez,Hombre,23,2000-01-07,ESMJ000107HOMBREDFES88R,286,3,juan espinosa286@urcmac.edu.mx,espinosajuan 286
Hector,Alfonso,Zarate,Sanchez,Hombre,28,1995-01-08,ZASH950108HOMBREDFZA23P,287,4,hectorzarate287@urcmac.edu.mx,zaratehector287
Jose,Donaji,Zarate,Sanchez,Hombre,27,1996-01-08,ZASJ960108HOMBREDFZA67W,288,5,josezarate288@urcmac.edu.mx,zaratejose288
Hector,Alfonso,Espinosa,Sanchez,Hombre,21,2002-01-06,ESSH020106HOMBREDFES43Y,289,4,hectorespinosa289@urcmac.edu.mx,espinosahector289
Jose,Donaji,Espinosa,Sanchez,Hombre,22,2001-01-06,ESSJ010106HOMBREDFES18J,290,3,joseespinosa290@urcmac.edu.mx,espinosajose290
Demian,Alfonso,Zarate,Cirigo,Hombre,20,2003-01-06,ZACD030106HOMBREDFZA80C,291,4,demianzarate291@urcmac.edu.mx,zaratedemian291
Demian,Alfonso,Ruiz,Romero,Hombre,27,1996-01-08,RURD960108HOMBREDFRU62X,292,5,demianruiz292@urcmac.edu.mx,ruizdemian292
Demian,Rogelio,Hidalgo,Sanchez,Hombre,29,1994-01-08,HISD940108HOMBREDFHI51C,293,2,demianhidalgo293@urcmac.edu.mx,hidalgodemian293
Demian,Donaji,Hidalgo,Cirigo,Hombre,30,1993-01-08,HICD930108HOMBREDFHI47R,294,4,demianhidalgo294@urcmac.edu.mx,hidalgodemian294
Juan ,Alfonso,Zarate,Sebastian,Hombre,24,1999-01-07,ZASJ990107HOMBREDFZA58M,295,4,juan zarate295@urcmac.edu.mx,zaratejuan 295
Albert,Donaji,Hidalgo,Sanchez,Hombre,22,2001-01-06,HISA010106HOMBREDFHI61W,296,5,alberthidalgo296@urcmac.edu.mx,hidalgoalbert296
Juan ,Alfonso,Espinosa,Sebastian,Hombre,29,1994-01-08,ESSJ940108HOMBREDFES70A,297,1,juan espinosa297@urcmac.edu.mx,espinosajuan 297
Demian,Alfonso,Espinosa,Martinez,Hombre,23,2000-01-07,ESMD000107HOMBREDFES62S,298,5,demianespinosa298@urcmac.edu.mx,espinosademian298
Juan ,Pablo,Espinosa,Cirigo,Hombre,23,2000-01-07,ESCJ000107HOMBREDFES87M,299,1,juan espinosa299@urcmac.edu.mx,espinosajuan 299
Albert,Rogelio,Zarate,Martinez,Hombre,29,1994-01-08,ZAMA940108HOMBREDFZA21N,300,5,albertzarate300@urcmac.edu.mx,zaratealbert300
Jose,Alfonso,Zarate,Martinez,Hombre,26,1997-01-07,ZAMJ970107HOMBREDFZA45E,301,3,josezarate301@urcmac.edu.mx,zaratejose301
Juan ,Rogelio,Zarate,Martinez,Hombre,28,1995-01-08,ZAMJ950108HOMBREDFZA82K,302,4,juan zarate302@urcmac.edu.mx,zaratejuan 302
Albert,Rogelio,Espinosa,Martinez,Hombre,26,1997-01-07,ESMA970107HOMBREDFES58M,303,5,albertespinosa303@urcmac.edu.mx,espinosaalbert303
Jose,Alfonso,Espinosa,Martinez,Hombre,20,2003-01-06,ESMJ030106HOMBREDFES78Z,304,5,joseespinosa304@urcmac.edu.mx,espinosajose304
Albert,Rogelio,Adaya,Cirigo,Hombre,26,1997-01-07,ADCA970107HOMBREDFAD91Q,305,3,albertadaya305@urcmac.edu.mx,adayaalbert305
Juan ,Rogelio,Espinosa,Martinez,Hombre,30,1993-01-08,ESMJ930108HOMBREDFES94T,306,3,juan espinosa306@urcmac.edu.mx,espinosajuan 306
Juan ,Rogelio,Adaya,Cirigo,Hombre,22,2001-01-06,ADCJ010106HOMBREDFAD88D,307,4,juan adaya307@urcmac.edu.mx,adayajuan 307
Jose,,Hidalgo,Sebastian,Hombre,23,2000-01-07,HISJ000107HOMBREDFHI11M,308,5,josehidalgo308@urcmac.edu.mx,hidalgojose308
Jose,Alfonso,Hidalgo,Cirigo,Hombre,25,1998-01-07,HICJ980107HOMBREDFHI41R,309,1,josehidalgo309@urcmac.edu.mx,hidalgojose309
Demian,Pablo,Ruiz,Sanchez,Hombre,25,1998-01-07,RUSD980107HOMBREDFRU54P,310,2,demianruiz310@urcmac.edu.mx,ruizdemian310
Juan ,Alfonso,Hidalgo,Sanchez,Hombre,22,2001-01-06,HISJ010106HOMBREDFHI24T,311,5,juan hidalgo311@urcmac.edu.mx,hidalgojuan 311
Hector,Donaji,Zarate,Sanchez,Hombre,25,1998-01-07,ZASH980107HOMBREDFZA47T,312,2,hectorzarate312@urcmac.edu.mx,zaratehector312
Jose,Pablo,Ruiz,Sebastian,Hombre,20,2003-01-06,RUSJ030106HOMBREDFRU34U,313,1,joseruiz313@urcmac.edu.mx,ruizjose313
Albert,Pablo,Adaya,Romero,Hombre,20,2003-01-06,ADRA030106HOMBREDFAD41P,314,5,albertadaya314@urcmac.edu.mx,adayaalbert314
Hector,Donaji,Espinosa,Sebastian,Hombre,20,2003-01-06,ESSH030106HOMBREDFES79H,315,3,hectorespinosa315@urcmac.edu.mx,espinosahector315
Jose,Donaji,Ruiz,Sebastian,Hombre,22,2001-01-06,RUSJ010106HOMBREDFRU56F,316,5,joseruiz316@urcmac.edu.mx,ruizjose316
Demian,,Ruiz,Sanchez,Hombre,24,1999-01-07,RUSD990107HOMBREDFRU76G,317,2,demianruiz317@urcmac.edu.mx,ruizdemian317
Jose,Rogelio,Zarate,Sebastian,Hombre,25,1998-01-07,ZASJ980107HOMBREDFZA23S,318,4,josezarate318@urcmac.edu.mx,zaratejose318
Hector,Rogelio,Hidalgo,Sebastian,Hombre,30,1993-01-08,HISH930108HOMBREDFHI55X,319,4,hectorhidalgo319@urcmac.edu.mx,hidalgohector319
Juan ,Donaji,Zarate,Cirigo,Hombre,25,1998-01-07,ZACJ980107HOMBREDFZA91M,320,2,juan zarate320@urcmac.edu.mx,zaratejuan 320
Juan ,Donaji,Ruiz,Romero,Hombre,21,2002-01-06,RURJ020106HOMBREDFRU70H,321,5,juan ruiz321@urcmac.edu.mx,ruizjuan 321
Albert,Alfonso,Hidalgo,Sebastian,Hombre,22,2001-01-06,HISA010106HOMBREDFHI23N,322,4,alberthidalgo322@urcmac.edu.mx,hidalgoalbert322
Juan ,Donaji,Espinosa,Cirigo,Hombre,23,2000-01-07,ESCJ000107HOMBREDFES93Q,323,4,juan espinosa323@urcmac.edu.mx,espinosajuan 323
Demian,Pablo,Adaya,Sebastian,Hombre,27,1996-01-08,ADSD960108HOMBREDFAD13K,324,4,demianadaya324@urcmac.edu.mx,adayademian324
Demian,Donaji,Zarate,Martinez,Hombre,28,1995-01-08,ZAMD950108HOMBREDFZA17S,325,1,demianzarate325@urcmac.edu.mx,zaratedemian325
Hector,Donaji,Hidalgo,Sanchez,Hombre,28,1995-01-08,HISH950108HOMBREDFHI91H,326,3,hectorhidalgo326@urcmac.edu.mx,hidalgohector326
Demian,Donaji,Adaya,Sebastian,Hombre,23,2000-01-07,ADSD000107HOMBREDFAD79R,327,2,demianadaya327@urcmac.edu.mx,adayademian327
Demian,Alfonso,Ruiz,Martinez,Hombre,24,1999-01-07,RUMD990107HOMBREDFRU80X,328,2,demianruiz328@urcmac.edu.mx,ruizdemian328
Demian,Pablo,Hidalgo,Sebastian,Hombre,21,2002-01-06,HISD020106HOMBREDFHI98V,329,2,demianhidalgo329@urcmac.edu.mx,hidalgodemian329
Demian,Donaji,Espinosa,Martinez,Hombre,29,1994-01-08,ESMD940108HOMBREDFES97O,330,3,demianespinosa330@urcmac.edu.mx,espinosademian330
Demian,,Adaya,Sebastian,Hombre,29,1994-01-08,ADSD940108HOMBREDFAD42T,331,2,demianadaya331@urcmac.edu.mx,adayademian331
Juan ,,Espinosa,Romero,Hombre,25,1998-01-07,ESRJ980107HOMBREDFES58B,332,5,juan espinosa332@urcmac.edu.mx,espinosajuan 332
Hector,Pablo,Ruiz,Sebastian,Hombre,21,2002-01-06,RUSH020106HOMBREDFRU61S,333,1,hectorruiz333@urcmac.edu.mx,ruizhector333
Hector,Pablo,Adaya,Romero,Hombre,22,2001-01-06,ADRH010106HOMBREDFAD68O,334,3,hectoradaya334@urcmac.edu.mx,adayahector334
Jose,Alfonso,Adaya,Sebastian,Hombre,30,1993-01-08,ADSJ930108HOMBREDFAD82A,335,2,joseadaya335@urcmac.edu.mx,adayajose335
