Unnamed: 0,nombre1,nombre2,apellido1,apellido2,genero,edad,id,voto,email,password
225,Hector,Pablo,Ruiz,Cirigo,Hombre,28,226,3.0,hectorruiz226@urcmac.edu.mx,ruizhector226
226,Juan ,Pablo,Ruiz,Sebastian,Hombre,23,227,3.0,juan ruiz227@urcmac.edu.mx,ruizjuan 227
227,Jose,Pablo,Ruiz,Sanchez,Hombre,22,228,2.0,joseruiz228@urcmac.edu.mx,ruizjose228
228,Albert,Pablo,Espinosa,Martinez,Hombre,20,229,1.0,albertespinosa229@urcmac.edu.mx,espinosaalbert229
229,Juan ,Alfonso,Ruiz,Cirigo,Hombre,26,230,3.0,juan ruiz230@urcmac.edu.mx,ruizjuan 230
230,Hector,Pablo,Hidalgo,Sanchez,Hombre,29,231,1.0,hectorhidalgo231@urcmac.edu.mx,hidalgohector231
231,Hector,Donaji,Zarate,Romero,Hombre,28,232,2.0,hectorzarate232@urcmac.edu.mx,zaratehector232
232,Jose,Alfonso,Ruiz,Sebastian,Hombre,21,233,2.0,joseruiz233@urcmac.edu.mx,ruizjose233
233,Jose,Rogelio,Espinosa,Sanchez,Hombre,28,234,1.0,joseespinosa234@urcmac.edu.mx,espinosajose234
234,Demian,,Espinosa,Sanchez,Hombre,26,235,4.0,demianespinosa235@urcmac.edu.mx,espinosademian235
235,Hector,Rogelio,Hidalgo,Sebastian,Hombre,30,236,2.0,hectorhidalgo236@urcmac.edu.mx,hidalgohector236
236,Albert,Donaji,Ruiz,Sebastian,Hombre,27,237,3.0,albertruiz237@urcmac.edu.mx,ruizalbert237
237,Albert,,Espinosa,Sebastian,Hombre,25,238,5.0,albertespinosa238@urcmac.edu.mx,espinosaalbert238
238,Albert,Rogelio,Zarate,Martinez,Hombre,21,239,1.0,albertzarate239@urcmac.edu.mx,zaratealbert239
239,Hector,Donaji,Zarate,Martinez,Hombre,23,240,5.0,hectorzarate240@urcmac.edu.mx,zaratehector240
240,Albert,Pablo,Zarate,Romero,Hombre,27,241,2.0,albertzarate241@urcmac.edu.mx,zaratealbert241
241,Juan ,Pablo,Ruiz,Cirigo,Hombre,25,242,2.0,juan ruiz242@urcmac.edu.mx,ruizjuan 242
242,Hector,Pablo,Zarate,Sebastian,Hombre,24,243,4.0,hectorzarate243@urcmac.edu.mx,zaratehector243
243,Jose,,Espinosa,Sanchez,Hombre,27,244,1.0,joseespinosa244@urcmac.edu.mx,espinosajose244
244,Albert,Pablo,Hidalgo,Sanchez,Hombre,20,245,3.0,alberthidalgo245@urcmac.edu.mx,hidalgoalbert245
245,Juan ,,Espinosa,Martinez,Hombre,25,246,1.0,juan espinosa246@urcmac.edu.mx,espinosajuan 246
246,Albert,Rogelio,Adaya,Romero,Hombre,23,247,3.0,albertadaya247@urcmac.edu.mx,adayaalbert247
247,Jose,Alfonso,Zarate,Romero,Hombre,23,248,3.0,josezarate248@urcmac.edu.mx,zaratejose248
248,Juan ,Rogelio,Espinosa,Cirigo,Hombre,27,249,2.0,juan espinosa249@urcmac.edu.mx,espinosajuan 249
249,Hector,Rogelio,Adaya,Sebastian,Hombre,22,250,4.0,hectoradaya250@urcmac.edu.mx,adayahector250
250,Albert,Pablo,Zarate,Martinez,Hombre,25,251,5.0,albertzarate251@urcmac.edu.mx,zaratealbert251
251,Juan ,Pablo,Espinosa,Romero,Hombre,23,252,2.0,juan espinosa252@urcmac.edu.mx,espinosajuan 252
252,Hector,Pablo,Espinosa,Sebastian,Hombre,26,253,4.0,hectorespinosa253@urcmac.edu.mx,espinosahector253
253,Hector,Donaji,Ruiz,Sebastian,Hombre,26,254,4.0,hectorruiz254@urcmac.edu.mx,ruizhector254
254,Jose,Alfonso,Hidalgo,Sanchez,Hombre,21,255,4.0,josehidalgo255@urcmac.edu.mx,hidalgojose255
255,Hector,Rogelio,Hidalgo,Cirigo,Hombre,29,256,2.0,hectorhidalgo256@urcmac.edu.mx,hidalgohector256
256,Albert,,Espinosa,Cirigo,Hombre,26,257,2.0,albertespinosa257@urcmac.edu.mx,espinosaalbert257
257,Albert,Rogelio,Adaya,Martinez,Hombre,30,258,3.0,albertadaya258@urcmac.edu.mx,adayaalbert258
258,Jose,Rogelio,Zarate,Sanchez,Hombre,26,259,1.0,josezarate259@urcmac.edu.mx,zaratejose259
259,Jose,Alfonso,Hidalgo,Cirigo,Hombre,26,260,3.0,josehidalgo260@urcmac.edu.mx,hidalgojose260
260,Jose,Alfonso,Espinosa,Romero,Hombre,25,261,3.0,joseespinosa261@urcmac.edu.mx,espinosajose261
261,Jose,Alfonso,Zarate,Martinez,Hombre,24,262,2.0,josezarate262@urcmac.edu.mx,zaratejose262
262,Juan ,,Zarate,Romero,Hombre,24,263,1.0,juan zarate263@urcmac.edu.mx,zaratejuan 263
263,Albert,,Adaya,Sanchez,Hombre,25,264,2.0,albertadaya264@urcmac.edu.mx,adayaalbert264
264,Demian,Alfonso,Hidalgo,Sebastian,Hombre,20,265,4.0,demianhidalgo265@urcmac.edu.mx,hidalgodemian265
265,Juan ,Pablo,Espinosa,Martinez,Hombre,28,266,2.0,juan espinosa266@urcmac.edu.mx,espinosajuan 266
266,Albert,,Zarate,Sebastian,Hombre,23,267,3.0,albertzarate267@urcmac.edu.mx,zaratealbert267
267,Demian,,Zarate,Sanchez,Hombre,22,268,5.0,demianzarate268@urcmac.edu.mx,zaratedemian268
268,Hector,Pablo,Zarate,Cirigo,Hombre,21,269,3.0,hectorzarate269@urcmac.edu.mx,zaratehector269
269,Demian,Pablo,Ruiz,Sanchez,Hombre,29,270,5.0,demianruiz270@urcmac.edu.mx,ruizdemian270
270,Albert,Rogelio,Hidalgo,Sebastian,Hombre,20,271,4.0,alberthidalgo271@urcmac.edu.mx,hidalgoalbert271
271,Albert,,Adaya,Cirigo,Hombre,22,272,2.0,albertadaya272@urcmac.edu.mx,adayaalbert272
272,Albert,Donaji,Espinosa,Romero,Hombre,25,273,2.0,albertespinosa273@urcmac.edu.mx,espinosaalbert273
273,Jose,,Zarate,Sanchez,Hombre,27,274,4.0,josezarate274@urcmac.edu.mx,zaratejose274
274,Jose,Alfonso,Adaya,Romero,Hombre,27,275,3.0,joseadaya275@urcmac.edu.mx,adayajose275
275,Juan ,Rogelio,Zarate,Sanchez,Hombre,28,276,1.0,juan zarate276@urcmac.edu.mx,zaratejuan 276
276,Jose,Alfonso,Espinosa,Martinez,Hombre,30,277,1.0,joseespinosa277@urcmac.edu.mx,espinosajose277
277,Jose,,Ruiz,Romero,Hombre,25,278,4.0,joseruiz278@urcmac.edu.mx,ruizjose278
278,Hector,Pablo,Espinosa,Cirigo,Hombre,21,279,3.0,hectorespinosa279@urcmac.edu.mx,espinosahector279
279,Juan ,,Zarate,Martinez,Hombre,22,280,2.0,juan zarate280@urcmac.edu.mx,zaratejuan 280
280,Juan ,Rogelio,Ruiz,Romero,Hombre,20,281,5.0,juan ruiz281@urcmac.edu.mx,ruizjuan 281
281,Hector,Donaji,Ruiz,Cirigo,Hombre,28,282,2.0,hectorruiz282@urcmac.edu.mx,ruizhector282
282,Juan ,Rogelio,Zarate,Cirigo,Hombre,29,283,3.0,juan zarate283@urcmac.edu.mx,zaratejuan 283
283,Jose,Donaji,Hidalgo,Romero,Hombre,22,284,3.0,josehidalgo284@urcmac.edu.mx,hidalgojose284
284,Juan ,Pablo,Zarate,Romero,Hombre,26,285,3.0,juan zarate285@urcmac.edu.mx,zaratejuan 285
285,Albert,Donaji,Espinosa,Martinez,Hombre,29,286,3.0,albertespinosa286@urcmac.edu.mx,espinosaalbert286
286,Demian,Alfonso,Hidalgo,Cirigo,Hombre,21,287,2.0,demianhidalgo287@urcmac.edu.mx,hidalgodemian287
287,Jose,Alfonso,Adaya,Martinez,Hombre,30,288,1.0,joseadaya288@urcmac.edu.mx,adayajose288
288,Demian,,Adaya,Sanchez,Hombre,26,289,4.0,demianadaya289@urcmac.edu.mx,adayademian289
289,Hector,Pablo,Adaya,Cirigo,Hombre,27,290,3.0,hectoradaya290@urcmac.edu.mx,adayahector290
290,Albert,Pablo,Espinosa,Sebastian,Hombre,26,291,5.0,albertespinosa291@urcmac.edu.mx,espinosaalbert291
291,Juan ,,Adaya,Romero,Hombre,28,292,4.0,juan adaya292@urcmac.edu.mx,adayajuan 292
292,Jose,,Ruiz,Martinez,Hombre,23,293,2.0,joseruiz293@urcmac.edu.mx,ruizjose293
293,Albert,,Zarate,Cirigo,Hombre,27,294,5.0,albertzarate294@urcmac.edu.mx,zaratealbert294
294,Juan ,Pablo,Hidalgo,Sanchez,Hombre,23,295,5.0,juan hidalgo295@urcmac.edu.mx,hidalgojuan 295
295,Demian,Rogelio,Ruiz,Romero,Hombre,23,296,4.0,demianruiz296@urcmac.edu.mx,ruizdemian296
296,Hector,Alfonso,Ruiz,Sebastian,Hombre,22,297,3.0,hectorruiz297@urcmac.edu.mx,ruizhector297
297,Juan ,Rogelio,Ruiz,Martinez,Hombre,30,298,3.0,juan ruiz298@urcmac.edu.mx,ruizjuan 298
298,Hector,Donaji,Espinosa,Romero,Hombre,24,299,2.0,hectorespinosa299@urcmac.edu.mx,espinosahector299
299,Albert,Rogelio,Hidalgo,Cirigo,Hombre,26,300,5.0,alberthidalgo300@urcmac.edu.mx,hidalgoalbert300
300,Jose,Donaji,Hidalgo,Martinez,Hombre,26,301,1.0,josehidalgo301@urcmac.edu.mx,hidalgojose301
301,Juan ,Pablo,Zarate,Martinez,Hombre,27,302,5.0,juan zarate302@urcmac.edu.mx,zaratejuan 302
302,Jose,,Adaya,Sanchez,Hombre,26,303,2.0,joseadaya303@urcmac.edu.mx,adayajose303
303,Juan ,Rogelio,Adaya,Sanchez,Hombre,26,304,5.0,juan adaya304@urcmac.edu.mx,adayajuan 304
304,Juan ,,Adaya,Martinez,Hombre,27,305,4.0,juan adaya305@urcmac.edu.mx,adayajuan 305
305,Albert,Donaji,Zarate,Romero,Hombre,25,306,3.0,albertzarate306@urcmac.edu.mx,zaratealbert306
306,Demian,Rogelio,Ruiz,Martinez,Hombre,28,307,4.0,demianruiz307@urcmac.edu.mx,ruizdemian307
307,Hector,Donaji,Zarate,Sebastian,Hombre,22,308,3.0,hectorzarate308@urcmac.edu.mx,zaratehector308
308,Hector,Donaji,Espinosa,Martinez,Hombre,27,309,2.0,hectorespinosa309@urcmac.edu.mx,espinosahector309
309,Albert,Pablo,Espinosa,Cirigo,Hombre,23,310,2.0,albertespinosa310@urcmac.edu.mx,espinosaalbert310
310,Hector,Alfonso,Ruiz,Cirigo,Hombre,30,311,2.0,hectorruiz311@urcmac.edu.mx,ruizhector311
311,Albert,Donaji,Zarate,Martinez,Hombre,22,312,2.0,albertzarate312@urcmac.edu.mx,zaratealbert312
312,Demian,Pablo,Zarate,Sanchez,Hombre,29,313,4.0,demianzarate313@urcmac.edu.mx,zaratedemian313
313,Albert,Pablo,Adaya,Sanchez,Hombre,26,314,3.0,albertadaya314@urcmac.edu.mx,adayaalbert314
314,Albert,Pablo,Zarate,Sebastian,Hombre,29,315,4.0,albertzarate315@urcmac.edu.mx,zaratealbert315
315,Juan ,Alfonso,Zarate,Sanchez,Hombre,21,316,3.0,juan zarate316@urcmac.edu.mx,zaratejuan 316
316,Juan ,Donaji,Espinosa,Sanchez,Hombre,26,317,4.0,juan espinosa317@urcmac.edu.mx,espinosajuan 317
317,Albert,Pablo,Adaya,Cirigo,Hombre,30,318,1.0,albertadaya318@urcmac.edu.mx,adayaalbert318
318,Hector,,Ruiz,Sanchez,Hombre,28,319,5.0,hectorruiz319@urcmac.edu.mx,ruizhector319
319,Jose,Pablo,Zarate,Sanchez,Hombre,24,320,2.0,josezarate320@urcmac.edu.mx,zaratejose320
320,Albert,Donaji,Adaya,Romero,Hombre,24,321,1.0,albertadaya321@urcmac.edu.mx,adayaalbert321
321,Hector,Donaji,Zarate,Cirigo,Hombre,27,322,1.0,hectorzarate322@urcmac.edu.mx,zaratehector322
322,Hector,Alfonso,Espinosa,Romero,Hombre,22,323,5.0,hectorespinosa323@urcmac.edu.mx,espinosahector323
323,Albert,Rogelio,Adaya,Sebastian,Hombre,23,324,4.0,albertadaya324@urcmac.edu.mx,adayaalbert324
324,Jose,Alfonso,Zarate,Sebastian,Hombre,25,325,5.0,josezarate325@urcmac.edu.mx,zaratejose325
325,Demian,Donaji,Ruiz,Sanchez,Hombre,20,326,2.0,demianruiz326@urcmac.edu.mx,ruizdemian326
326,Juan ,Pablo,Espinosa,Sebastian,Hombre,30,327,5.0,juan espinosa327@urcmac.edu.mx,espinosajuan 327
327,Juan ,,Hidalgo,Cirigo,Hombre,28,328,2.0,juan hidalgo328@urcmac.edu.mx,hidalgojuan 328
328,Demian,Rogelio,Zarate,Romero,Hombre,20,329,3.0,demianzarate329@urcmac.edu.mx,zaratedemian329
329,Jose,Pablo,Espinosa,Sanchez,Hombre,23,330,5.0,joseespinosa330@urcmac.edu.mx,espinosajose330
330,Albert,Donaji,Adaya,Martinez,Hombre,23,331,4.0,albertadaya331@urcmac.edu.mx,adayaalbert331
331,Juan ,Alfonso,Espinosa,Cirigo,Hombre,26,332,4.0,juan espinosa332@urcmac.edu.mx,espinosajuan 332
332,Hector,Alfonso,Espinosa,Martinez,Hombre,24,333,2.0,hectorespinosa333@urcmac.edu.mx,espinosahector333
333,Albert,Pablo,Zarate,Cirigo,Hombre,25,334,3.0,albertzarate334@urcmac.edu.mx,zaratealbert334
334,Jose,Alfonso,Espinosa,Sebastian,Hombre,25,335,3.0,joseespinosa335@urcmac.edu.mx,espinosajose335
335,Albert,,Hidalgo,Romero,Hombre,26,336,3.0,alberthidalgo336@urcmac.edu.mx,hidalgoalbert336
336,Jose,Pablo,Espinosa,Cirigo,Hombre,24,337,2.0,joseespinosa337@urcmac.edu.mx,espinosajose337
337,Juan ,,Zarate,Sebastian,Hombre,20,338,5.0,juan zarate338@urcmac.edu.mx,zaratejuan 338
338,Juan ,Alfonso,Adaya,Sanchez,Hombre,22,339,5.0,juan adaya339@urcmac.edu.mx,adayajuan 339
339,Jose,Rogelio,Ruiz,Sebastian,Hombre,20,340,4.0,joseruiz340@urcmac.edu.mx,ruizjose340
340,Albert,Alfonso,Ruiz,Cirigo,Hombre,28,341,1.0,albertruiz341@urcmac.edu.mx,ruizalbert341
341,Jose,Pablo,Adaya,Sanchez,Hombre,30,342,2.0,joseadaya342@urcmac.edu.mx,adayajose342
342,Demian,Rogelio,Espinosa,Romero,Hombre,21,343,5.0,demianespinosa343@urcmac.edu.mx,espinosademian343
343,Demian,Rogelio,Zarate,Martinez,Hombre,30,344,3.0,demianzarate344@urcmac.edu.mx,zaratedemian344
344,Albert,Donaji,Espinosa,Sebastian,Hombre,20,345,3.0,albertespinosa345@urcmac.edu.mx,espinosaalbert345
345,Juan ,Donaji,Zarate,Sanchez,Hombre,29,346,4.0,juan zarate346@urcmac.edu.mx,zaratejuan 346
346,Jose,Alfonso,Zarate,Cirigo,Hombre,22,347,5.0,josezarate347@urcmac.edu.mx,zaratejose347
347,Jose,Alfonso,Adaya,Sebastian,Hombre,24,348,2.0,joseadaya348@urcmac.edu.mx,adayajose348
348,Juan ,Pablo,Espinosa,Cirigo,Hombre,27,349,1.0,juan espinosa349@urcmac.edu.mx,espinosajuan 349
349,Juan ,Donaji,Ruiz,Romero,Hombre,30,350,5.0,juan ruiz350@urcmac.edu.mx,ruizjuan 350
350,Jose,,Ruiz,Sebastian,Hombre,20,351,3.0,joseruiz351@urcmac.edu.mx,ruizjose351
351,Albert,,Hidalgo,Martinez,Hombre,24,352,4.0,alberthidalgo352@urcmac.edu.mx,hidalgoalbert352
352,Juan ,Rogelio,Ruiz,Sebastian,Hombre,29,353,3.0,juan ruiz353@urcmac.edu.mx,ruizjuan 353
353,Juan ,Pablo,Adaya,Sanchez,Hombre,24,354,3.0,juan adaya354@urcmac.edu.mx,adayajuan 354
354,Demian,Rogelio,Adaya,Romero,Hombre,26,355,3.0,demianadaya355@urcmac.edu.mx,adayademian355
355,Jose,Donaji,Hidalgo,Sebastian,Hombre,22,356,4.0,josehidalgo356@urcmac.edu.mx,hidalgojose356
356,Juan ,Pablo,Zarate,Sebastian,Hombre,24,357,3.0,juan zarate357@urcmac.edu.mx,zaratejuan 357
357,Demian,Rogelio,Espinosa,Martinez,Hombre,22,358,1.0,demianespinosa358@urcmac.edu.mx,espinosademian358
358,Albert,Donaji,Hidalgo,Sanchez,Hombre,20,359,3.0,alberthidalgo359@urcmac.edu.mx,hidalgoalbert359
359,Jose,Donaji,Adaya,Martinez,Hombre,27,360,5.0,joseadaya360@urcmac.edu.mx,adayajose360
360,Juan ,Pablo,Adaya,Cirigo,Hombre,28,361,1.0,juan adaya361@urcmac.edu.mx,adayajuan 361
361,Juan ,Alfonso,Ruiz,Romero,Hombre,28,362,5.0,juan ruiz362@urcmac.edu.mx,ruizjuan 362
362,Juan ,,Adaya,Sebastian,Hombre,26,363,4.0,juan adaya363@urcmac.edu.mx,adayajuan 363
363,Juan ,Donaji,Ruiz,Martinez,Hombre,30,364,5.0,juan ruiz364@urcmac.edu.mx,ruizjuan 364
364,Jose,Rogelio,Ruiz,Cirigo,Hombre,22,365,3.0,joseruiz365@urcmac.edu.mx,ruizjose365
365,Demian,Rogelio,Ruiz,Sebastian,Hombre,24,366,4.0,demianruiz366@urcmac.edu.mx,ruizdemian366
366,Jose,Pablo,Ruiz,Romero,Hombre,27,367,2.0,joseruiz367@urcmac.edu.mx,ruizjose367
367,Hector,Donaji,Espinosa,Sebastian,Hombre,22,368,2.0,hectorespinosa368@urcmac.edu.mx,espinosahector368
368,Hector,Pablo,Hidalgo,Romero,Hombre,24,369,3.0,hectorhidalgo369@urcmac.edu.mx,hidalgohector369
369,Demian,Rogelio,Adaya,Martinez,Hombre,26,370,3.0,demianadaya370@urcmac.edu.mx,adayademian370
370,Jose,Alfonso,Adaya,Cirigo,Hombre,29,371,2.0,joseadaya371@urcmac.edu.mx,adayajose371
371,Jose,,Ruiz,Cirigo,Hombre,20,372,2.0,joseruiz372@urcmac.edu.mx,ruizjose372
372,Juan ,Alfonso,Ruiz,Martinez,Hombre,24,373,4.0,juan ruiz373@urcmac.edu.mx,ruizjuan 373
373,Albert,Donaji,Zarate,Sebastian,Hombre,29,374,1.0,albertzarate374@urcmac.edu.mx,zaratealbert374
374,Jose,Rogelio,Espinosa,Romero,Hombre,24,375,2.0,joseespinosa375@urcmac.edu.mx,espinosajose375
375,Demian,,Espinosa,Romero,Hombre,22,376,1.0,demianespinosa376@urcmac.edu.mx,espinosademian376
376,Hector,Donaji,Adaya,Sebastian,Hombre,22,377,5.0,hectoradaya377@urcmac.edu.mx,adayahector377
377,Jose,Pablo,Ruiz,Martinez,Hombre,27,378,4.0,joseruiz378@urcmac.edu.mx,ruizjose378
378,Demian,Pablo,Espinosa,Sanchez,Hombre,27,379,1.0,demianespinosa379@urcmac.edu.mx,espinosademian379
379,Juan ,Pablo,Zarate,Cirigo,Hombre,20,380,1.0,juan zarate380@urcmac.edu.mx,zaratejuan 380
380,Jose,,Espinosa,Romero,Hombre,24,381,4.0,joseespinosa381@urcmac.edu.mx,espinosajose381
381,Juan ,Rogelio,Espinosa,Romero,Hombre,27,382,3.0,juan espinosa382@urcmac.edu.mx,espinosajuan 382
382,Albert,Pablo,Hidalgo,Romero,Hombre,24,383,2.0,alberthidalgo383@urcmac.edu.mx,hidalgoalbert383
383,Demian,,Espinosa,Martinez,Hombre,24,384,5.0,demianespinosa384@urcmac.edu.mx,espinosademian384
384,Albert,Alfonso,Hidalgo,Sanchez,Hombre,25,385,4.0,alberthidalgo385@urcmac.edu.mx,hidalgoalbert385
385,Demian,Rogelio,Hidalgo,Sanchez,Hombre,26,386,4.0,demianhidalgo386@urcmac.edu.mx,hidalgodemian386
386,Albert,Donaji,Zarate,Cirigo,Hombre,21,387,3.0,albertzarate387@urcmac.edu.mx,zaratealbert387
387,Jose,,Espinosa,Martinez,Hombre,24,388,2.0,joseespinosa388@urcmac.edu.mx,espinosajose388
388,Albert,Donaji,Adaya,Sebastian,Hombre,25,389,3.0,albertadaya389@urcmac.edu.mx,adayaalbert389
389,Hector,Donaji,Adaya,Cirigo,Hombre,21,390,5.0,hectoradaya390@urcmac.edu.mx,adayahector390
390,Hector,Alfonso,Espinosa,Sebastian,Hombre,25,391,4.0,hectorespinosa391@urcmac.edu.mx,espinosahector391
391,Jose,Alfonso,Hidalgo,Romero,Hombre,24,392,5.0,josehidalgo392@urcmac.edu.mx,hidalgojose392
392,Juan ,Rogelio,Espinosa,Martinez,Hombre,20,393,3.0,juan espinosa393@urcmac.edu.mx,espinosajuan 393
393,Hector,Pablo,Zarate,Romero,Hombre,26,394,4.0,hectorzarate394@urcmac.edu.mx,zaratehector394
394,Albert,Pablo,Hidalgo,Martinez,Hombre,28,395,4.0,alberthidalgo395@urcmac.edu.mx,hidalgoalbert395
395,Albert,,Adaya,Romero,Hombre,27,396,4.0,albertadaya396@urcmac.edu.mx,adayaalbert396
396,Demian,Rogelio,Zarate,Sebastian,Hombre,23,397,1.0,demianzarate397@urcmac.edu.mx,zaratedemian397
397,Demian,Pablo,Ruiz,Romero,Hombre,29,398,5.0,demianruiz398@urcmac.edu.mx,ruizdemian398
398,Jose,Alfonso,Hidalgo,Martinez,Hombre,20,399,4.0,josehidalgo399@urcmac.edu.mx,hidalgojose399
399,Hector,Pablo,Zarate,Martinez,Hombre,25,400,4.0,hectorzarate400@urcmac.edu.mx,zaratehector400
400,Hector,Alfonso,Hidalgo,Sanchez,Hombre,27,401,2.0,hectorhidalgo401@urcmac.edu.mx,hidalgohector401
401,Jose,,Zarate,Romero,Hombre,26,402,1.0,josezarate402@urcmac.edu.mx,zaratejose402
402,Albert,,Hidalgo,Sebastian,Hombre,29,403,3.0,alberthidalgo403@urcmac.edu.mx,hidalgoalbert403
403,Juan ,Rogelio,Zarate,Romero,Hombre,24,404,3.0,juan zarate404@urcmac.edu.mx,zaratejuan 404
404,Demian,,Ruiz,Cirigo,Hombre,27,405,2.0,demianruiz405@urcmac.edu.mx,ruizdemian405
405,Albert,,Adaya,Martinez,Hombre,24,406,3.0,albertadaya406@urcmac.edu.mx,adayaalbert406
406,Albert,Donaji,Adaya,Cirigo,Hombre,23,407,3.0,albertadaya407@urcmac.edu.mx,adayaalbert407
407,Jose,,Hidalgo,Sanchez,Hombre,29,408,4.0,josehidalgo408@urcmac.edu.mx,hidalgojose408
408,Hector,Alfonso,Espinosa,Cirigo,Hombre,20,409,4.0,hectorespinosa409@urcmac.edu.mx,espinosahector409
409,Demian,Pablo,Ruiz,Martinez,Hombre,28,410,2.0,demianruiz410@urcmac.edu.mx,ruizdemian410
410,Hector,Pablo,Adaya,Romero,Hombre,24,411,4.0,hectoradaya411@urcmac.edu.mx,adayahector411
411,Jose,,Zarate,Martinez,Hombre,27,412,4.0,josezarate412@urcmac.edu.mx,zaratejose412
412,Juan ,Donaji,Ruiz,Sebastian,Hombre,24,413,4.0,juan ruiz413@urcmac.edu.mx,ruizjuan 413
413,Demian,Donaji,Zarate,Sanchez,Hombre,29,414,5.0,demianzarate414@urcmac.edu.mx,zaratedemian414
414,Hector,Alfonso,Adaya,Sanchez,Hombre,26,415,1.0,hectoradaya415@urcmac.edu.mx,adayahector415
415,Juan ,Rogelio,Hidalgo,Cirigo,Hombre,20,416,5.0,juan hidalgo416@urcmac.edu.mx,hidalgojuan 416
416,Juan ,Rogelio,Zarate,Martinez,Hombre,21,417,4.0,juan zarate417@urcmac.edu.mx,zaratejuan 417
417,Hector,Donaji,Hidalgo,Romero,Hombre,29,418,3.0,hectorhidalgo418@urcmac.edu.mx,hidalgohector418
418,Juan ,Pablo,Hidalgo,Romero,Hombre,26,419,5.0,juan hidalgo419@urcmac.edu.mx,hidalgojuan 419
419,Demian,Rogelio,Zarate,Cirigo,Hombre,30,420,3.0,demianzarate420@urcmac.edu.mx,zaratedemian420
420,Hector,,Espinosa,Sanchez,Hombre,30,421,1.0,hectorespinosa421@urcmac.edu.mx,espinosahector421
421,Demian,Rogelio,Adaya,Sebastian,Hombre,26,422,2.0,demianadaya422@urcmac.edu.mx,adayademian422
422,Albert,Alfonso,Espinosa,Sebastian,Hombre,22,423,4.0,albertespinosa423@urcmac.edu.mx,espinosaalbert423
423,Hector,Pablo,Adaya,Martinez,Hombre,23,424,2.0,hectoradaya424@urcmac.edu.mx,adayahector424
424,Albert,,Hidalgo,Cirigo,Hombre,27,425,2.0,alberthidalgo425@urcmac.edu.mx,hidalgoalbert425
425,Juan ,Alfonso,Ruiz,Sebastian,Hombre,24,426,1.0,juan ruiz426@urcmac.edu.mx,ruizjuan 426
426,Demian,Donaji,Espinosa,Sanchez,Hombre,20,427,5.0,demianespinosa427@urcmac.edu.mx,espinosademian427
427,Juan ,Rogelio,Adaya,Romero,Hombre,24,428,4.0,juan adaya428@urcmac.edu.mx,adayajuan 428
428,Albert,Rogelio,Hidalgo,Martinez,Hombre,29,429,1.0,alberthidalgo429@urcmac.edu.mx,hidalgoalbert429
429,Hector,Donaji,Hidalgo,Martinez,Hombre,23,430,1.0,hectorhidalgo430@urcmac.edu.mx,hidalgohector430
430,Jose,Pablo,Ruiz,Sebastian,Hombre,25,431,4.0,joseruiz431@urcmac.edu.mx,ruizjose431
431,Juan ,Pablo,Hidalgo,Martinez,Hombre,27,432,3.0,juan hidalgo432@urcmac.edu.mx,hidalgojuan 432
432,Hector,Pablo,Hidalgo,Sebastian,Hombre,25,433,3.0,hectorhidalgo433@urcmac.edu.mx,hidalgohector433
433,Demian,Alfonso,Ruiz,Sanchez,Hombre,27,434,1.0,demianruiz434@urcmac.edu.mx,ruizdemian434
434,Juan ,Donaji,Ruiz,Cirigo,Hombre,26,435,3.0,juan ruiz435@urcmac.edu.mx,ruizjuan 435
435,Demian,Donaji,Adaya,Sanchez,Hombre,25,436,3.0,demianadaya436@urcmac.edu.mx,adayademian436
436,Hector,Alfonso,Zarate,Cirigo,Hombre,21,437,1.0,hectorzarate437@urcmac.edu.mx,zaratehector437
437,Juan ,Rogelio,Adaya,Martinez,Hombre,23,438,2.0,juan adaya438@urcmac.edu.mx,adayajuan 438
438,Jose,Rogelio,Espinosa,Sebastian,Hombre,23,439,3.0,joseespinosa439@urcmac.edu.mx,espinosajose439
439,Demian,,Espinosa,Sebastian,Hombre,22,440,3.0,demianespinosa440@urcmac.edu.mx,espinosademian440
440,Demian,Rogelio,Adaya,Cirigo,Hombre,27,441,4.0,demianadaya441@urcmac.edu.mx,adayademian441
441,Albert,Alfonso,Espinosa,Cirigo,Hombre,22,442,5.0,albertespinosa442@urcmac.edu.mx,espinosaalbert442
442,Albert,Pablo,Adaya,Romero,Hombre,27,443,2.0,albertadaya443@urcmac.edu.mx,adayaalbert443
443,Hector,,Zarate,Sanchez,Hombre,21,444,3.0,hectorzarate444@urcmac.edu.mx,zaratehector444
444,Juan ,Alfonso,Zarate,Romero,Hombre,21,445,3.0,juan zarate445@urcmac.edu.mx,zaratejuan 445
445,Hector,Alfonso,Ruiz,Martinez,Hombre,30,446,4.0,hectorruiz446@urcmac.edu.mx,ruizhector446
446,Juan ,Donaji,Espinosa,Romero,Hombre,28,447,3.0,juan espinosa447@urcmac.edu.mx,espinosajuan 447
447,Jose,,Espinosa,Sebastian,Hombre,29,448,3.0,joseespinosa448@urcmac.edu.mx,espinosajose448
448,Hector,,Ruiz,Romero,Hombre,23,449,4.0,hectorruiz449@urcmac.edu.mx,ruizhector449
449,Jose,Pablo,Ruiz,Cirigo,Hombre,24,450,3.0,joseruiz450@urcmac.edu.mx,ruizjose450
450,Juan ,Rogelio,Espinosa,Sebastian,Hombre,30,451,2.0,juan espinosa451@urcmac.edu.mx,espinosajuan 451
